date,output_gap_pct,inflation_pct,inflation_expected,r,g,inflation_surprise,output_gap_lag1,inflation_surprise_lag1,output_gap_fitted,inflation_surprise_fitted
2023-02-28,0.3510840469812404,6.297229219143574,4.553333333333333,-2.803333333333333,-0.1105475180581711,1.7438958858102414,0.0754044187030563,2.659173740803628,-0.050236458473532614,2.3678125497453624
2023-03-31,1.280022896539228,6.510851419031716,4.72,-2.904782608695652,-0.0423071733460157,1.790851419031716,0.3510840469812404,1.7438958858102414,0.1697807665382721,1.618039103831662
2023-04-30,0.5017652138995803,6.435643564356441,4.6066666666666665,-2.6066666666666665,-0.2385080580679438,1.828976897689775,1.280022896539228,1.790851419031716,0.5838460087312856,1.5991708133464464
2023-05-31,0.6383136790565701,6.666666666666665,4.493333333333333,-2.28280701754386,0.2833103264117976,2.173333333333332,0.5017652138995803,1.828976897689775,0.44101323182575447,1.5795712899498384
2023-06-30,0.4487485941055052,6.362153344208821,4.38,-1.993636363636364,0.7037204173975942,1.9821533442088208,0.6383136790565701,2.173333333333332,0.7885454202281647,1.8209857912549323
2023-07-31,0.552893520391888,5.394524959742353,4.41,-1.66,0.3298538660648713,0.9845249597423528,0.4487485941055052,1.9821533442088208,0.4005530244273723,1.6495799694750568
2023-08-31,0.3325862166612806,4.842615012106544,4.44,-1.5813043478260873,0.4832524858748766,0.4026150121065432,0.552893520391888,0.9845249597423528,0.5621003865953842,0.7396964623650434
2023-09-30,0.1450213171220781,3.343949044585992,4.47,-1.3985714285714286,0.6456020103166649,-1.1260509554140077,0.3325862166612806,0.4026150121065432,0.5257340447096522,0.1885956710207258
2023-10-31,0.6273017328233237,4.047619047619033,4.306666666666667,-1.0566666666666666,0.2808309240970683,-0.2590476190476334,0.1450213171220781,-1.1260509554140077,0.144552476999502,-1.1434662145848282
2023-11-30,0.0139245320325056,4.769475357710662,4.1433333333333335,-0.8933333333333335,0.3353586594801742,0.6261420243773284,0.6273017328233237,-0.2590476190476334,0.464194262490824,-0.43133136448829656
2023-12-31,-0.4403089770326443,4.765687053216849,3.98,-0.6115789473684212,0.839840797372747,0.7856870532168494,0.0139245320325056,0.6261420243773284,0.41265129077434964,0.2681700315585612
2024-01-31,-0.064109510028552,4.67882632831087,3.97,-0.4700000000000002,0.2356673745931231,0.7088263283108698,-0.4403089770326443,0.7856870532168494,-0.27906536926094033,0.4534790744334176
2024-02-29,-0.4637073929828848,4.502369668246464,3.96,-0.4599999999999999,0.4411041759791268,0.5423696682464643,-0.064109510028552,0.7088263283108698,0.0873154277116852,0.3496059087319092
2024-03-31,-0.4079637006017926,3.9184952978056353,3.95,-0.4500000000000002,0.0797437704002889,-0.0315047021943648,-0.4637073929828848,0.5423696682464643,-0.39946523515018373,0.22644196755015866
2024-04-30,-0.5211196159101329,3.64341085271318,3.9266666666666654,-0.4266666666666654,-0.1050721523836391,-0.2832558139534855,-0.4079637006017926,-0.0315047021943648,-0.4913799300770348,-0.2778696380701042
2024-05-31,-0.336889087399385,3.009259259259256,3.903333333333333,-0.4033333333333329,-0.0034365749849065,-0.8940740740740769,-0.5211196159101329,-0.2832558139534855,-0.49330590931017565,-0.4978499763937872
2024-06-30,-0.3490620476716433,2.60736196319018,3.88,-0.3799999999999999,0.0380383411241025,-1.2726380368098198,-0.336889087399385,-0.8940740740740769,-0.3548346607773877,-1.042507860635232
2024-07-31,0.0386483784146053,2.750190985485101,3.8133333333333335,-0.3133333333333334,-0.1205663652759426,-1.0631423478482325,-0.3490620476716433,-1.2726380368098198,-0.47317275208918685,-1.3513197800898147
2024-08-31,-0.2919884140237161,2.617397998460369,3.7466666666666666,-0.2466666666666666,0.244570879435298,-1.1292686682062976,0.0386483784146053,-1.0631423478482325,0.0040529924736886075,-1.2131737710750177
2024-09-30,-0.3203113760238033,3.0046224961479018,3.68,-0.1800000000000001,-0.0241393759140598,-0.6753775038520984,-0.2919884140237161,-1.1292686682062976,-0.38205035125034986,-1.2633176061519553
2024-10-31,-0.7259502933278494,2.593440122044255,3.6033333333333335,-0.1033333333333335,-0.0213767009459386,-1.0098932112890786,-0.3203113760238033,-0.6753775038520984,-0.40228366996136844,-0.8929769837517239
2024-11-30,-0.6318092989026127,2.3520485584218376,3.526666666666667,-0.0266666666666668,0.0924701704526465,-1.1746181082448293,-0.7259502933278494,-1.0098932112890786,-0.5772680714713874,-1.1968423475277297
2024-12-31,-0.8757319208201388,2.1986353297952954,3.45,0.0499999999999998,-0.2992018870861456,-1.2513646702047048,-0.6318092989026127,-1.1746181082448293,-0.7883794306707814,-1.3399549321610136
